Fuel_Type_Code,Station_Name,Street_Address,City,ZIP,Station_Phone,Status_Code,Groups_With_Access_Code,Access_Days_Time,EV_DC_Fast_Count,EV_Network,Provider,Geocode_Status,Latitude,Longitude,Date_Last_Confirmed,ID,Updated_At,Owner_Type_Code,Open_Date,LPG_Primary,E85_Blender_Pump,EV_Connector_Types,Access_Detail_Code,Facility_Type,CNG_Dispenser_Num,Restricted_Access,EV_Workplace_Charging,Credit,Cash,Debit,No Payment Info
E85,Thorntons #310,205 S US Highway 12,Volo,60073,815-578-9085,E,Public,24 hours daily,0,Non-Networked,Not Applicable,GPS,42.324635,-88.164055,9/14/2023,38068,9/14/2023,P,11/30/2010,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,0,0
ELEC,City Hall Annex - Town of Normal,100 E Phoenix Ave,Normal,61761,309-454-2444,E,Public,24 hours daily,0,Non-Networked,Not Applicable,GPS,40.507797,-88.982895,10/11/2022,38855,2/14/2023,LG,4/15/2011,False,False,J1772,CALL,MUNI_GOV,0,False,False,1,1,1,1
ELEC,College Avenue Parking Deck,101 W Mulberry St,Normal,61761,309-454-2444,E,Public,24 hours daily,0,Non-Networked,Not Applicable,GPS,40.511173,-88.984985,10/11/2022,38856,2/14/2023,LG,4/15/2011,False,False,J1772,CALL,PARKING_GARAGE,0,False,False,1,1,1,1
ELEC,State of Illinois - Governor's Mansion,401-499 E Edwards St,Springfield,62703,Not Available,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,GPS,39.79628,-89.6504,11/4/2021,38857,2/15/2023,SG,3/15/2011,False,False,J1772,CALL,MUNI_GOV,0,True,True,1,1,1,1
E85,Road Ranger - Pilot,4910 Market St,Champaign,61822,815-315-4991,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-8,40.17757,-88.24042,9/14/2023,39219,9/14/2023,P,1/15/2011,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,0,0
E85,Road Ranger,2406 Bell School Rd,Cherry Valley,61016,815-315-4973,E,Public,24 hours daily,0,Non-Networked,Not Applicable,GPS,42.241714,-88.97546,9/14/2023,39220,9/14/2023,P,1/15/2011,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,1,0
E85,Road Ranger,6070 Gardner St,South Beloit,61080,815-264-4311,E,Public,24 hours daily,0,Non-Networked,Not Applicable,GPS,42.49108,-88.99936,9/14/2023,39221,9/14/2023,P,1/15/2011,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,0,0
E85,Qik-n-EZ #59,4401 Wabash Ave,Springfield,62711,217-726-9089,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-9,39.756958,-89.73405,9/14/2023,39222,9/14/2023,P,1/15/2011,False,True,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,0,0
E85,Road Ranger,3801 S 6th St,Springfield,62703,815-315-4289,E,Public,24 hours daily,0,Non-Networked,Not Applicable,GPS,39.746513,-89.64533,1/10/2023,39682,9/1/2023,P,4/15/2011,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,0,1,0
E85,Thorntons #307,110 W Devon Ave,Wood Dale,60191,630-616-0993,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-8,41.9927,-87.98052,9/14/2023,39683,9/14/2023,P,5/1/2011,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,0,0
E85,Shell - Palos Hills Mart,10300 S Harlem Ave,Palos Hills,60465,708-598-2626,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-9,41.703995,-87.798386,9/14/2023,40340,9/14/2023,P,6/15/2011,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,0,0
E85,Jiffi Stop,841 W Morton Ave,Jacksonville,62650,217-243-7271,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-8,39.72287,-90.24049,9/14/2023,40342,9/14/2023,P,12/15/2010,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,1,0
E85,Thorntons #309,28937 W Illinois Route 120,Lakemoor,60051,815-344-1502,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-8,42.32785,-88.1976,9/14/2023,40343,9/14/2023,P,9/15/2010,False,True,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,0,0
ELEC,O'Hare Airport - Short Term Parking,10000 W O'Hare Ave,Chicago,60666,800-832-6352,E,Public,24 hours daily,0,Non-Networked,Not Applicable,GPS,41.978504,-87.90328,10/11/2022,40794,2/14/2023,P,2/11/2011,False,False,J1772,CREDIT_CARD_ALWAYS,AIRPORT,0,False,False,0,0,0,0
ELEC,Rivers Casino,3000 S River Rd,Des Plaines,60018,Not Available,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.99774,-87.86422,9/10/2021,40806,2/15/2023,P,3/1/2011,False,False,J1772,CALL,OTHER_ENTERTAINMENT,0,True,True,1,1,1,1
E85,Speedway #7765,7502 Cass St,Darien,60561,630-810-0382,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-8,41.751648,-87.9741,9/14/2023,40887,9/14/2023,P,8/1/2011,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,0,0
E85,Speedway #5381,314 S State St,Lockport,60441,815-838-3563,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-9,41.59474,-88.05442,9/14/2023,40888,9/14/2023,P,8/12/2011,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,0,0
BD,Scott Air Force Base,4429 Samuel Adams Cir,Scott AFB,62225,Not Available,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,GPS,38.529476,-89.86811,7/12/2022,41656,2/14/2023,FG,8/15/2006,False,False,NA,GOVERNMENT,MIL_BASE,0,True,True,0,0,0,0
BD,Scott Air National Guard,2101 Golf Course Rd,Scott AFB,62225,Not Available,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,GPS,38.548553,-89.8509,7/12/2022,41657,2/14/2023,FG,1/15/2011,False,False,NA,GOVERNMENT,MIL_BASE,0,True,True,0,0,0,0
CNG,Forest Preserve District of DuPage County,881 W St Charles Rd,Lombard,60148,Not Available,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.890854,-88.03955,9/14/2023,42089,9/14/2023,LG,2/15/2009,False,False,NA,GOVERNMENT,MUNI_GOV,2,True,True,1,1,1,1
ELEC,Town of Normal - Fire Department Headquarters,606 S Main St,Normal,61761,Not Available,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,40.50513,-88.99421,10/11/2022,42460,2/15/2023,LG,1/1/2012,False,False,J1772,CALL,FIRE_STATION,0,True,True,1,1,1,1
ELEC,Town of Normal - Public Works Department,1301 Warriner,Normal,61761,309-454-9590,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-8,40.496967,-89.00474,10/11/2022,42461,2/14/2023,LG,1/1/2012,False,False,J1772,CALL,MUNI_GOV,0,False,False,1,1,1,1
ELEC,Beaufort Street Parking Deck,211 W Beaufort St,Normal,61761,309-454-9590,E,Public,24 hours daily,0,Non-Networked,Not Applicable,GPS,40.507954,-88.98643,10/11/2022,42462,2/14/2023,LG,1/1/2012,False,False,J1772 NEMA520,CALL,HOTEL,0,False,False,1,1,1,1
ELEC,Heartland Community College - Workforce Development Center,1500 W Raab Rd,Normal,61761,309-268-8000,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,GPS,40.535458,-89.013794,10/11/2022,42499,2/14/2023,LG,12/29/2011,False,False,J1772,CALL,COLLEGE_CAMPUS,0,False,False,1,1,1,1
E85,Speedway #7450,898 W Ogden Ave,Downers Grove,60515,630-963-3177,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-9,41.8097,-88.00769,9/14/2023,42615,9/14/2023,P,12/15/2011,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,0,0
E85,Speedway #7613,12007 W 159th St,Homer Glen,60491,708-301-7402,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-9,41.599762,-87.910866,9/14/2023,42616,9/14/2023,P,12/22/2011,False,True,NA,CALL,CONVENIENCE_STORE,0,True,True,0,1,0,0
ELEC,Heartland Community College - Astroth Community Education Center,1500 W Raab Rd,Normal,61761,309-268-8000,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,GPS,40.534786,-89.01149,10/11/2022,42711,2/14/2023,LG,12/29/2011,False,False,J1772,CALL,COLLEGE_CAMPUS,0,False,False,1,1,1,1
ELEC,Great Escape Restaurant,9540 W Irving Park Rd,Schiller Park,60176,847-671-7171,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.955235,-87.865265,9/14/2023,43358,9/14/2023,P,2/1/2012,False,False,J1772,CALL,RESTAURANT,0,True,True,1,1,1,1
CNG,Clean N' Green,5050 W Pershing Rd,Cicero,60804,800-331-3441,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-9,41.822727,-87.75,7/11/2023,43713,7/11/2023,P,4/15/2012,False,False,NA,CREDIT_CARD_ALWAYS,STANDALONE_STATION,2,False,False,0,0,0,0
LNG,Clean Energy - La Salle Flying J #644,343 Civic Rd,LaSalle,61301,866-809-4869,P,Public,24 hours daily,0,Non-Networked,Not Applicable,200-9,41.369106,-89.09804,12/13/2022,43714,8/25/2023,P,,False,False,NA,CREDIT_CARD_ALWAYS,TRAVEL_CENTER,0,False,False,0,0,0,0
ELEC,City of Rock Island Parking Ramp,16th St & 3rd Ave,Rock Island,61201,309-732-2200,T,Public,Less than 24 hours,0,Non-Networked,Not Applicable,GPS,41.509407,-90.57703,2/13/2023,44652,2/14/2023,LG,2/3/2012,False,False,J1772,CALL,PAY_GARAGE,0,True,True,0,1,0,0
E85,Thorntons #16,190 E Lake St,Bloomingdale,60108,630-894-2546,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-9,41.956905,-88.07105,9/14/2023,44854,9/14/2023,P,11/29/2011,False,True,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,0,0
E85,Meijer Gas #146,2201 N Prospect Ave,Champaign,61822,217-353-4029,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-9,40.14322,-88.25889,8/10/2023,44855,8/10/2023,P,12/15/2009,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,1,1,1,0
ELEC,Mike Miller Mitsubishi,2007 W Pioneer Pkwy,Peoria,61615,877-273-0662,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,40.784164,-89.62366,12/9/2021,45803,4/28/2022,P,2/15/2012,False,False,J1772,CALL,CAR_DEALER,0,True,True,1,1,1,1
CNG,DuPage County Department of Transportation,200 N County Farm Rd,Wheaton,60187,Not Available,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,41.865555,-88.143234,1/10/2023,46151,8/18/2023,LG,11/30/2011,False,False,NA,GOVERNMENT,MUNI_GOV,0,True,True,1,1,1,1
ELEC,Arlington Nissan,1100 W Dundee Rd,Arlington Heights,60004,847-590-6100,E,Public,Less than 24 hours,1,Non-Networked,Not Applicable,200-9,42.139843,-87.99666,3/7/2022,46797,2/14/2023,P,1/31/2012,False,False,CHADEMO J1772,CALL,CAR_DEALER,0,False,False,1,1,1,1
ELEC,Arlington Nissan,1100 W Dundee Rd,Arlington Heights,60004,847-590-6100,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,42.139843,-87.99666,3/7/2022,46798,2/14/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,True,True,1,1,1,1
ELEC,O'Brien Nissan,2029 Ireland Grove Rd,Bloomington,61704,309-664-1222,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,40.459152,-88.966194,6/9/2020,46799,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,False,False,1,1,1,1
ELEC,O'Brien Nissan,2029 Ireland Grove Rd,Bloomington,61704,309-664-1222,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,40.459152,-88.966194,6/9/2020,46800,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,True,True,1,1,1,1
ELEC,Hove Buick-Nissan,1405 N Kinzie,Bradley,60915,815-932-8600,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,GPS,41.15403,-87.85149,6/9/2020,46802,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,True,True,1,1,1,1
ELEC,Monken Nissan - Centralia,1739 W McCord St,Centralia,62801,618-545-5100,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,38.53345,-89.17298,6/9/2020,46803,3/11/2021,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,False,False,1,1,1,1
ELEC,Berman Nissan - Chicago,4444 W Irving Park Rd,Chicago,60641,Not Available,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.95375,-87.7397,6/9/2020,46806,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,False,False,1,1,1,1
ELEC,Berman Nissan - Chicago,4444 W Irving Park Rd,Chicago,60641,Not Available,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.95375,-87.7397,6/9/2020,46807,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,True,True,1,1,1,1
ELEC,Continental Nissan,5750 S La Grange Rd,Countryside,60525,708-352-9200,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.78586,-87.8685,6/9/2020,46809,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,False,False,1,1,1,1
ELEC,Continental Nissan,5750 S La Grange Rd,Countryside,60525,708-352-9200,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.78586,-87.8685,6/9/2020,46810,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,True,True,1,1,1,1
ELEC,Jim M'Lady Nissan,5656 Northwest Hwy,Crystal Lake,60014,Not Available,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,42.226646,-88.30675,6/9/2020,46811,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,False,False,1,1,1,1
ELEC,Jim M'Lady Nissan,5656 Northwest Hwy,Crystal Lake,60014,Not Available,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,42.226646,-88.30675,6/9/2020,46812,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,True,True,1,1,1,1
ELEC,Crown Nissan - Decatur,165 W Pershing Rd,Decatur,62526,217-877-4440,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,39.876095,-88.959114,6/9/2020,46813,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,False,False,1,1,1,1
ELEC,Crown Nissan - Decatur,165 W Pershing Rd,Decatur,62526,217-877-4440,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,39.876095,-88.959114,6/9/2020,46814,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,True,True,1,1,1,1
ELEC,Ken Nelson Auto Plaza,928 N Galena Ave,Dixon,61021,815-288-4455,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.856583,-89.489395,6/9/2020,46815,3/11/2021,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,False,False,1,1,1,1
ELEC,Bill Kay's Nissan - Downers Grove,1601 Ogden Ave,Downers Grove,60515,630-969-3200,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.807888,-88.02485,6/9/2020,46817,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,False,False,1,1,1,1
ELEC,Bill Kay's Nissan - Downers Grove,1601 Ogden Ave,Downers Grove,60515,630-969-3200,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.807888,-88.02485,6/9/2020,46818,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,True,True,1,1,1,1
ELEC,McGrath Nissan,945 E Chicago St,Elgin,60120,847-888-2030,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,42.033768,-88.255196,6/9/2020,46819,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,False,False,1,1,1,1
ELEC,McGrath Nissan,945 E Chicago St,Elgin,60120,847-888-2030,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,42.033768,-88.255196,6/9/2020,46820,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,True,True,1,1,1,1
ELEC,The Autobarn Nissan,1012 Chicago Ave,Evanston,60202,847-475-8200,E,Public,Less than 24 hours,1,Non-Networked,Not Applicable,200-9,42.03616,-87.680145,3/7/2022,46821,2/14/2023,P,1/31/2012,False,False,CHADEMO J1772,CALL,CAR_DEALER,0,False,False,1,1,1,1
ELEC,The Autobarn Nissan,1012 Chicago Ave,Evanston,60202,847-475-8200,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,42.03616,-87.680145,3/7/2022,46822,2/14/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,True,True,1,1,1,1
ELEC,Galesburg Nissan,2080 N Henderson St,Galesburg,61401,309-342-4121,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,GPS,40.973057,-90.3837,6/9/2020,46823,3/11/2021,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,False,False,1,1,1,1
ELEC,KANE COUNTY KANE COURTHOUSE,100 S 3rd St,Geneva,60134,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,41.886524,-88.30924,11/10/2023,46825,11/10/2023,Unknown,4/1/2012,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,Glendale Nissan,484 North Ave,Glendale Heights,60139,630-469-6100,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.904022,-88.06805,6/9/2020,46826,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,False,False,1,1,1,1
ELEC,Glendale Nissan,484 North Ave,Glendale Heights,60139,630-469-6100,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.904022,-88.06805,6/9/2020,46827,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,True,True,1,1,1,1
ELEC,Gerald Nissan - North Aurora,213 Hansen Blvd,North Aurora,60542,630-907-0800,E,Public,Less than 24 hours,1,Non-Networked,Not Applicable,200-9,41.7984,-88.37177,3/7/2022,46832,2/14/2023,P,1/31/2012,False,False,CHADEMO J1772,CALL,CAR_DEALER,0,False,False,1,1,1,1
ELEC,Gerald Nissan - North Aurora,213 Hansen Blvd,North Aurora,60542,630-907-0800,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.7984,-88.37177,3/7/2022,46833,2/14/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,True,True,1,1,1,1
ELEC,Nissan of St Charles,2535 E Main St,St. Charles,60174,630-584-3900,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.920486,-88.28401,6/9/2020,46837,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,False,False,1,1,1,1
ELEC,Nissan of St Charles,2535 E Main St,St. Charles,60174,630-584-3900,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.920486,-88.28401,6/9/2020,46838,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,True,True,1,1,1,1
CNG,Groot Industries - Round Lake Park,40 Porter Dr,Round Lake Park,60073,847-734-6400,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,42.34584,-88.08155,1/10/2023,46975,8/24/2023,P,6/1/2012,False,False,NA,FLEET,STANDALONE_STATION,0,True,True,0,0,0,0
CNG,Groot Industries - Elk Grove Village,2500 Landmeier Rd,Elk Grove Village,60007,847-734-6400,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,42.01387,-87.9444,1/10/2023,46977,8/24/2023,P,6/1/2012,False,False,NA,FLEET,STANDALONE_STATION,0,True,True,0,0,0,0
ELEC,Advocate BroMenn Medical Center,610 W Virginia Ave,Normal,61761,309-454-1400,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-8,40.49813,-88.99163,10/12/2021,46994,2/10/2022,P,5/26/2012,False,False,J1772,CALL,HOSPITAL,0,False,False,1,1,1,1
ELEC,Martin Nissan,5240 Golf Rd,Skokie,60077,847-965-3460,E,Public,Less than 24 hours,1,Non-Networked,Not Applicable,200-9,42.055714,-87.7579,3/7/2022,47133,2/14/2023,P,1/31/2012,False,False,CHADEMO J1772 J1772COMBO,CALL,CAR_DEALER,0,False,False,1,1,1,1
ELEC,Martin Nissan,5240 Golf Rd,Skokie,60077,847-965-3460,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,42.055714,-87.7579,3/7/2022,47134,2/14/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,True,True,1,1,1,1
ELEC,Nissan of South Holland,16269 Van Dam Rd,South Holland,60473,708-333-2000,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.598503,-87.5824,6/9/2020,47135,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,False,False,1,1,1,1
ELEC,Nissan of South Holland,16269 Van Dam Rd,South Holland,60473,708-333-2000,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.598503,-87.5824,6/9/2020,47136,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,True,True,1,1,1,1
ELEC,Green Nissan,4801 W Wabash Ave,Springfield,62711,217-787-7620,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,39.757004,-89.74082,6/9/2020,47137,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,False,False,1,1,1,1
ELEC,Green Nissan,4801 W Wabash Ave,Springfield,62711,217-787-7620,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,39.757004,-89.74082,6/9/2020,47138,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,True,True,1,1,1,1
ELEC,Woodfield Nissan,700 W Higgins Rd,Hoffman Estates,60169,847-310-1900,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,GPS,42.050117,-88.09738,6/9/2020,47195,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,False,False,1,1,1,1
ELEC,Woodfield Nissan,700 W Higgins Rd,Hoffman Estates,60169,847-310-1900,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,GPS,42.050117,-88.09738,6/9/2020,47196,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,True,True,1,1,1,1
ELEC,Thomas Nissan - Joilet,1421 N Larkin Ave,Joliet,60435,815-741-5353,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.54886,-88.12682,6/9/2020,47197,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,False,False,1,1,1,1
ELEC,Thomas Nissan - Joilet,1421 N Larkin Ave,Joliet,60435,815-741-5353,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.54886,-88.12682,6/9/2020,47198,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,True,True,1,1,1,1
ELEC,Liberty Nissan,920 S Milwaukee Ave,Libertyville,60048,847-680-8000,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,42.271355,-87.94948,6/9/2020,47199,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,False,False,1,1,1,1
ELEC,Liberty Nissan,920 S Milwaukee Ave,Libertyville,60048,847-680-8000,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,42.271355,-87.94948,6/9/2020,47200,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,True,True,1,1,1,1
ELEC,Anderson Nissan,6555 E State St,Rockford,61108,815-633-3460,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,42.267853,-88.98865,6/9/2020,47201,3/11/2021,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,False,False,1,1,1,1
ELEC,Nissan of Marian,3209 Banterra Dr,Marion,62959,618-993-5000,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,37.74626,-88.98573,6/9/2020,47204,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,True,True,1,1,1,1
ELEC,Hawkinson Nissan,5513 Miller Cir Dr,Matteson,60443,708-720-4800,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.50503,-87.74828,6/9/2020,47205,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,False,False,1,1,1,1
ELEC,Hawkinson Nissan,5513 Miller Cir Dr,Matteson,60443,708-720-4800,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.50503,-87.74828,6/9/2020,47206,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,True,True,1,1,1,1
ELEC,KC Summers Nissan,2404 Lake Land Blvd,Mattoon,61938,217-235-4136,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,39.459698,-88.37682,6/9/2020,47207,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,False,False,1,1,1,1
ELEC,KC Summers Nissan,2404 Lake Land Blvd,Mattoon,61938,217-235-4136,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,39.459698,-88.37682,6/9/2020,47208,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,True,True,1,1,1,1
ELEC,Al Piemonte Nissan,1600 W North Ave,Melrose Park,60160,708-343-3800,E,Public,Less than 24 hours,1,Non-Networked,Not Applicable,200-9,41.907345,-87.85409,3/7/2022,47209,2/14/2023,P,1/31/2012,False,False,CHADEMO J1772 J1772COMBO,CALL,CAR_DEALER,0,False,False,1,1,1,1
ELEC,Al Piemonte Nissan,1600 W North Ave,Melrose Park,60160,708-343-3800,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.907345,-87.85409,3/7/2022,47210,2/14/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,True,True,1,1,1,1
ELEC,Courtesy Car City,2301 39th Ave,Moline,61265,309-764-6700,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.473755,-90.50458,6/9/2020,47211,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,False,False,1,1,1,1
ELEC,Courtesy Car City,2301 39th Ave,Moline,61265,309-764-6700,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.473755,-90.50458,6/9/2020,47212,2/15/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,True,True,1,1,1,1
ELEC,Gerald Nissan,1575 W Ogden Ave,Naperville,60540,630-355-3337,E,Public,Less than 24 hours,1,Non-Networked,Not Applicable,200-9,41.76697,-88.18731,3/7/2022,47213,2/14/2023,P,1/31/2012,False,False,CHADEMO J1772,CALL,CAR_DEALER,0,False,False,1,1,1,1
ELEC,Gerald Nissan,1575 W Ogden Ave,Naperville,60540,630-355-3337,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.76697,-88.18731,3/7/2022,47214,2/14/2023,P,1/31/2012,False,False,J1772,CALL,CAR_DEALER,0,True,True,1,1,1,1
